Store,Store_Name,Store_Location,Dept,Dept_Name,Date,Item_Name,Item_Category,Item_Brand,Item_Price_IDR,Quantity_Sold,Weekly_Sales_IDR,Profit_Margin_Percent,Stock_Level,IsHoliday,Weekly_Sales
TK001,Indomaret Sudirman,Jakarta Pusat,BEVERAGE,Minuman,2023-10-08,Fruit Tea Apple,Minuman,Sosro,4297,117,502749,18.67,Medium,False,502749
TK001,Indomaret Sudirman,Jakarta Pusat,BEVERAGE,Minuman,2023-10-15,Fruit Tea Apple,Minuman,Sosro,4329,133,575757,23.42,Medium,False,575757
TK001,Indomaret Sudirman,Jakarta Pusat,BEVERAGE,Minuman,2023-10-22,Fruit Tea Apple,Minuman,Sosro,4798,97,465406,18.92,Medium,False,465406
TK001,Indomaret Sudirman,Jakarta Pusat,BEVERAGE,Minuman,2023-10-29,Fruit Tea Apple,Minuman,Sosro,4819,162,780678,25.38,Low,False,780678
TK001,Indomaret Sudirman,Jakarta Pusat,BEVERAGE,Minuman,2023-11-05,Fruit Tea Apple,Minuman,Sosro,4466,160,714560,24.65,Low,False,714560
TK001,Indomaret Sudirman,Jakarta Pusat,BEVERAGE,Minuman,2023-11-12,Fruit Tea Apple,Minuman,Sosro,4856,187,908072,23.4,Low,False,908072
TK001,Indomaret Sudirman,Jakarta Pusat,BEVERAGE,Minuman,2023-11-19,Fruit Tea Apple,Minuman,Sosro,4636,189,876204,21.86,Low,False,876204
TK001,Indomaret Sudirman,Jakarta Pusat,BEVERAGE,Minuman,2023-11-26,Fruit Tea Apple,Minuman,Sosro,4185,157,657045,18.74,Low,False,657045
TK001,Indomaret Sudirman,Jakarta Pusat,BEVERAGE,Minuman,2023-12-03,Fruit Tea Apple,Minuman,Sosro,4859,121,587939,22.12,Medium,False,587939
TK001,Indomaret Sudirman,Jakarta Pusat,BEVERAGE,Minuman,2023-12-10,Fruit Tea Apple,Minuman,Sosro,4504,180,810720,20.07,Low,False,810720
TK001,Indomaret Sudirman,Jakarta Pusat,BEVERAGE,Minuman,2023-12-17,Fruit Tea Apple,Minuman,Sosro,4443,135,599805,23.27,Medium,False,599805
TK001,Indomaret Sudirman,Jakarta Pusat,BEVERAGE,Minuman,2023-12-24,Fruit Tea Apple,Minuman,Sosro,4192,210,880320,22.47,Low,True,880320
TK001,Indomaret Sudirman,Jakarta Pusat,BEVERAGE,Minuman,2023-12-31,Fruit Tea Apple,Minuman,Sosro,4417,138,609546,22.06,Medium,False,609546
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-01-01,Chitato Sapi Panggang,Snack,Indofood,8750,105,918750,25.99,Low,True,918750
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-01-08,Chitato Sapi Panggang,Snack,Indofood,8803,52,457756,29.26,Medium,False,457756
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-01-15,Chitato Sapi Panggang,Snack,Indofood,8766,78,683748,38.6,Low,False,683748
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-01-22,Chitato Sapi Panggang,Snack,Indofood,8216,110,903760,33.74,Low,True,903760
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-01-29,Chitato Sapi Panggang,Snack,Indofood,8244,54,445176,39.52,Medium,False,445176
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-02-05,Chitato Sapi Panggang,Snack,Indofood,8316,77,640332,33.93,Low,False,640332
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-02-12,Chitato Sapi Panggang,Snack,Indofood,8176,87,711312,30.65,Low,False,711312
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-02-19,Chitato Sapi Panggang,Snack,Indofood,9032,81,731592,35.05,Low,False,731592
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-02-26,Chitato Sapi Panggang,Snack,Indofood,8905,82,730210,35.28,Low,False,730210
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-03-05,Chitato Sapi Panggang,Snack,Indofood,8748,70,612360,31.35,Medium,False,612360
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-03-12,Chitato Sapi Panggang,Snack,Indofood,8266,63,520758,27.7,Medium,False,520758
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-03-19,Chitato Sapi Panggang,Snack,Indofood,9261,57,527877,32.29,Medium,False,527877
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-03-26,Chitato Sapi Panggang,Snack,Indofood,7883,57,449331,26.16,Medium,False,449331
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-04-02,Chitato Sapi Panggang,Snack,Indofood,7821,83,649143,36.56,Low,False,649143
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-04-09,Chitato Sapi Panggang,Snack,Indofood,9152,83,759616,25.57,Low,False,759616
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-04-16,Chitato Sapi Panggang,Snack,Indofood,8952,62,555024,26.97,Medium,False,555024
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-04-23,Chitato Sapi Panggang,Snack,Indofood,7925,83,657775,37.47,Low,True,657775
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-04-30,Chitato Sapi Panggang,Snack,Indofood,9025,80,722000,27.48,Low,False,722000
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-05-07,Chitato Sapi Panggang,Snack,Indofood,8348,66,550968,35.15,Medium,False,550968
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-05-14,Chitato Sapi Panggang,Snack,Indofood,8405,58,487490,29.27,Medium,False,487490
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-05-21,Chitato Sapi Panggang,Snack,Indofood,8413,79,664627,33.01,Low,False,664627
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-05-28,Chitato Sapi Panggang,Snack,Indofood,9024,61,550464,32.04,Medium,False,550464
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-06-04,Chitato Sapi Panggang,Snack,Indofood,8275,83,686825,39.21,Low,False,686825
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-06-11,Chitato Sapi Panggang,Snack,Indofood,8434,89,750626,29.23,Low,False,750626
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-06-18,Chitato Sapi Panggang,Snack,Indofood,8546,64,546944,39.49,Medium,False,546944
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-06-25,Chitato Sapi Panggang,Snack,Indofood,9012,82,738984,27.08,Low,False,738984
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-07-02,Chitato Sapi Panggang,Snack,Indofood,8740,58,506920,38.11,Medium,False,506920
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-07-09,Chitato Sapi Panggang,Snack,Indofood,7824,71,555504,37.69,Medium,False,555504
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-07-16,Chitato Sapi Panggang,Snack,Indofood,8134,83,675122,36.45,Low,False,675122
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-07-23,Chitato Sapi Panggang,Snack,Indofood,9189,59,542151,27.21,Medium,False,542151
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-07-30,Chitato Sapi Panggang,Snack,Indofood,9258,66,611028,28.33,Medium,False,611028
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-08-06,Chitato Sapi Panggang,Snack,Indofood,8244,67,552348,25.4,Medium,False,552348
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-08-13,Chitato Sapi Panggang,Snack,Indofood,8503,50,425150,28.54,High,False,425150
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-08-20,Chitato Sapi Panggang,Snack,Indofood,8287,116,961292,25.42,Low,True,961292
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-08-27,Chitato Sapi Panggang,Snack,Indofood,9076,87,789612,34.75,Low,False,789612
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-09-03,Chitato Sapi Panggang,Snack,Indofood,7883,81,638523,29.3,Low,False,638523
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-09-10,Chitato Sapi Panggang,Snack,Indofood,8833,83,733139,27.08,Low,False,733139
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-09-17,Chitato Sapi Panggang,Snack,Indofood,8412,77,647724,25.08,Low,False,647724
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-09-24,Chitato Sapi Panggang,Snack,Indofood,8085,51,412335,37.52,Medium,False,412335
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-10-01,Chitato Sapi Panggang,Snack,Indofood,8886,71,630906,32.92,Medium,False,630906
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-10-08,Chitato Sapi Panggang,Snack,Indofood,8139,53,431367,29.52,Medium,False,431367
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-10-15,Chitato Sapi Panggang,Snack,Indofood,8363,50,418150,36.91,High,False,418150
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-10-22,Chitato Sapi Panggang,Snack,Indofood,7838,67,525146,38.58,Medium,False,525146
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-10-29,Chitato Sapi Panggang,Snack,Indofood,7677,73,560421,32.73,Medium,False,560421
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-11-05,Chitato Sapi Panggang,Snack,Indofood,7894,70,552580,31.44,Medium,False,552580
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-11-12,Chitato Sapi Panggang,Snack,Indofood,8058,88,709104,31.25,Low,False,709104
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-11-19,Chitato Sapi Panggang,Snack,Indofood,7795,91,709345,39.62,Low,False,709345
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-11-26,Chitato Sapi Panggang,Snack,Indofood,8544,61,521184,32.61,Medium,False,521184
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-12-03,Chitato Sapi Panggang,Snack,Indofood,8592,107,919344,30.86,Low,False,919344
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-12-10,Chitato Sapi Panggang,Snack,Indofood,8730,81,707130,39.72,Low,False,707130
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-12-17,Chitato Sapi Panggang,Snack,Indofood,7677,70,537390,36.83,Medium,False,537390
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-12-24,Chitato Sapi Panggang,Snack,Indofood,8895,98,871710,34.42,Low,True,871710
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-12-31,Chitato Sapi Panggang,Snack,Indofood,8899,96,854304,29.99,Low,False,854304
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-01-01,Taro Net,Snack,Taro,6773,79,535067,34.64,Low,True,535067
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-01-08,Taro Net,Snack,Taro,7258,80,580640,39.71,Low,False,580640
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-01-15,Taro Net,Snack,Taro,6555,66,432630,27.02,Medium,False,432630
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-01-22,Taro Net,Snack,Taro,7621,98,746858,25.55,Low,True,746858
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-01-29,Taro Net,Snack,Taro,7407,55,407385,38.29,Medium,False,407385
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-02-05,Taro Net,Snack,Taro,6734,59,397306,30.97,Medium,False,397306
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-02-12,Taro Net,Snack,Taro,6962,79,549998,25.55,Low,False,549998
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-02-19,Taro Net,Snack,Taro,6700,73,489100,37.93,Medium,False,489100
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-02-26,Taro Net,Snack,Taro,7218,48,346464,29.1,High,False,346464
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-03-05,Taro Net,Snack,Taro,6911,79,545969,31.0,Low,False,545969
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-03-12,Taro Net,Snack,Taro,7639,64,488896,30.09,Medium,False,488896
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-03-19,Taro Net,Snack,Taro,7268,54,392472,30.51,Medium,False,392472
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-03-26,Taro Net,Snack,Taro,6673,79,527167,26.24,Low,False,527167
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-04-02,Taro Net,Snack,Taro,6902,64,441728,39.93,Medium,False,441728
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-04-09,Taro Net,Snack,Taro,6711,54,362394,26.54,Medium,False,362394
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-04-16,Taro Net,Snack,Taro,6713,60,402780,31.69,Medium,False,402780
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-04-23,Taro Net,Snack,Taro,6533,98,640234,31.66,Low,True,640234
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-04-30,Taro Net,Snack,Taro,7317,64,468288,38.67,Medium,False,468288
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-05-07,Taro Net,Snack,Taro,6908,71,490468,34.59,Medium,False,490468
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-05-14,Taro Net,Snack,Taro,6380,78,497640,35.07,Low,False,497640
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-05-21,Taro Net,Snack,Taro,7018,63,442134,36.25,Medium,False,442134
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-05-28,Taro Net,Snack,Taro,6343,53,336179,37.73,Medium,False,336179
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-06-04,Taro Net,Snack,Taro,6913,74,511562,26.89,Low,False,511562
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-06-11,Taro Net,Snack,Taro,7203,56,403368,30.43,Medium,False,403368
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-06-18,Taro Net,Snack,Taro,6345,85,539325,27.3,Low,False,539325
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-06-25,Taro Net,Snack,Taro,6819,65,443235,31.66,Medium,False,443235
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-07-02,Taro Net,Snack,Taro,6492,50,324600,30.5,Medium,False,324600
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-07-09,Taro Net,Snack,Taro,6690,59,394710,39.41,Medium,False,394710
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-07-16,Taro Net,Snack,Taro,6560,48,314880,32.77,High,False,314880
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-07-23,Taro Net,Snack,Taro,6464,83,536512,36.62,Low,False,536512
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-07-30,Taro Net,Snack,Taro,6600,75,495000,34.18,Low,False,495000
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-08-06,Taro Net,Snack,Taro,7698,74,569652,28.0,Low,False,569652
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-08-13,Taro Net,Snack,Taro,6403,52,332956,27.59,Medium,False,332956
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-08-20,Taro Net,Snack,Taro,7696,98,754208,37.16,Low,True,754208
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-08-27,Taro Net,Snack,Taro,7681,85,652885,35.02,Low,False,652885
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-09-03,Taro Net,Snack,Taro,7069,75,530175,29.36,Low,False,530175
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-09-10,Taro Net,Snack,Taro,6520,59,384680,35.64,Medium,False,384680
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-09-17,Taro Net,Snack,Taro,6543,75,490725,30.42,Low,False,490725
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-09-24,Taro Net,Snack,Taro,7679,55,422345,36.88,Medium,False,422345
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-10-01,Taro Net,Snack,Taro,6991,56,391496,30.41,Medium,False,391496
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-10-08,Taro Net,Snack,Taro,6954,70,486780,39.75,Medium,False,486780
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-10-15,Taro Net,Snack,Taro,7537,52,391924,25.99,Medium,False,391924
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-10-22,Taro Net,Snack,Taro,7303,62,452786,32.18,Medium,False,452786
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-10-29,Taro Net,Snack,Taro,6873,63,432999,33.62,Medium,False,432999
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-11-05,Taro Net,Snack,Taro,6743,62,418066,26.11,Medium,False,418066
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-11-12,Taro Net,Snack,Taro,7024,78,547872,26.93,Low,False,547872
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-11-19,Taro Net,Snack,Taro,7071,96,678816,33.82,Low,False,678816
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-11-26,Taro Net,Snack,Taro,6480,93,602640,32.54,Low,False,602640
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-12-03,Taro Net,Snack,Taro,7463,98,731374,32.77,Low,False,731374
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-12-10,Taro Net,Snack,Taro,6526,71,463346,39.02,Medium,False,463346
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-12-17,Taro Net,Snack,Taro,7626,67,510942,32.78,Medium,False,510942
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-12-24,Taro Net,Snack,Taro,6410,91,583310,27.94,Low,True,583310
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-12-31,Taro Net,Snack,Taro,6684,102,681768,34.38,Low,False,681768
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-01-01,Pringles Original,Snack,Pringles,25704,201,5166504,33.88,Medium,True,5166504
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-01-08,Pringles Original,Snack,Pringles,23356,214,4998184,34.37,Medium,False,4998184
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-01-15,Pringles Original,Snack,Pringles,24188,253,6119564,38.86,Low,False,6119564
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-01-22,Pringles Original,Snack,Pringles,26818,192,5149056,26.22,Medium,True,5149056
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-01-29,Pringles Original,Snack,Pringles,26355,259,6825945,28.97,Low,False,6825945
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-02-05,Pringles Original,Snack,Pringles,25360,169,4285840,34.27,Medium,False,4285840
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-02-12,Pringles Original,Snack,Pringles,26944,146,3933824,33.18,High,False,3933824
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-02-19,Pringles Original,Snack,Pringles,24010,222,5330220,28.67,Medium,False,5330220
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-02-26,Pringles Original,Snack,Pringles,24530,242,5936260,31.8,Low,False,5936260
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-03-05,Pringles Original,Snack,Pringles,23290,227,5286830,31.23,Low,False,5286830
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-03-12,Pringles Original,Snack,Pringles,24200,200,4840000,27.16,Medium,False,4840000
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-03-19,Pringles Original,Snack,Pringles,24096,248,5975808,39.82,Low,False,5975808
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-03-26,Pringles Original,Snack,Pringles,24493,185,4531205,36.41,Medium,False,4531205
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-04-02,Pringles Original,Snack,Pringles,23030,206,4744180,28.63,Medium,False,4744180
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-04-09,Pringles Original,Snack,Pringles,24747,158,3910026,27.11,Medium,False,3910026
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-04-16,Pringles Original,Snack,Pringles,27226,149,4056674,37.96,Medium,False,4056674
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-04-23,Pringles Original,Snack,Pringles,27313,252,6882876,38.53,Low,True,6882876
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-04-30,Pringles Original,Snack,Pringles,27168,243,6601824,35.82,Low,False,6601824
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-05-07,Pringles Original,Snack,Pringles,23296,166,3867136,39.94,Medium,False,3867136
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-05-14,Pringles Original,Snack,Pringles,26895,200,5379000,32.46,Medium,False,5379000
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-05-21,Pringles Original,Snack,Pringles,24466,154,3767764,31.86,Medium,False,3767764
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-05-28,Pringles Original,Snack,Pringles,25416,172,4371552,25.73,Medium,False,4371552
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-06-04,Pringles Original,Snack,Pringles,25487,177,4511199,37.64,Medium,False,4511199
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-06-11,Pringles Original,Snack,Pringles,23928,225,5383800,25.12,Low,False,5383800
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-06-18,Pringles Original,Snack,Pringles,23169,156,3614364,28.97,Medium,False,3614364
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-06-25,Pringles Original,Snack,Pringles,24516,188,4609008,25.68,Medium,False,4609008
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-07-02,Pringles Original,Snack,Pringles,25309,149,3771041,30.44,Medium,False,3771041
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-07-09,Pringles Original,Snack,Pringles,24431,178,4348718,31.76,Medium,False,4348718
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-07-16,Pringles Original,Snack,Pringles,26626,210,5591460,34.35,Medium,False,5591460
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-07-23,Pringles Original,Snack,Pringles,23143,218,5045174,26.45,Medium,False,5045174
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-07-30,Pringles Original,Snack,Pringles,27433,189,5184837,33.37,Medium,False,5184837
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-08-06,Pringles Original,Snack,Pringles,23221,188,4365548,34.04,Medium,False,4365548
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-08-13,Pringles Original,Snack,Pringles,22701,192,4358592,25.58,Medium,False,4358592
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-08-20,Pringles Original,Snack,Pringles,26519,300,7955700,32.79,Low,True,7955700
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-08-27,Pringles Original,Snack,Pringles,26965,161,4341365,27.1,Medium,False,4341365
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-09-03,Pringles Original,Snack,Pringles,24092,257,6191644,30.89,Low,False,6191644
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-09-10,Pringles Original,Snack,Pringles,26713,218,5823434,33.91,Medium,False,5823434
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-09-17,Pringles Original,Snack,Pringles,25048,205,5134840,32.35,Medium,False,5134840
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-09-24,Pringles Original,Snack,Pringles,24874,212,5273288,25.25,Medium,False,5273288
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-10-01,Pringles Original,Snack,Pringles,23048,183,4217784,31.25,Medium,False,4217784
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-10-08,Pringles Original,Snack,Pringles,26993,180,4858740,38.08,Medium,False,4858740
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-10-15,Pringles Original,Snack,Pringles,25484,220,5606480,28.98,Medium,False,5606480
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-10-22,Pringles Original,Snack,Pringles,27360,223,6101280,33.68,Medium,False,6101280
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-10-29,Pringles Original,Snack,Pringles,22756,171,3891276,32.21,Medium,False,3891276
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-11-05,Pringles Original,Snack,Pringles,26105,249,6500145,36.62,Low,False,6500145
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-11-12,Pringles Original,Snack,Pringles,26608,227,6040016,28.63,Low,False,6040016
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-11-19,Pringles Original,Snack,Pringles,26002,256,6656512,27.86,Low,False,6656512
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-11-26,Pringles Original,Snack,Pringles,24593,236,5803948,31.19,Low,False,5803948
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-12-03,Pringles Original,Snack,Pringles,25009,201,5026809,34.17,Medium,False,5026809
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-12-10,Pringles Original,Snack,Pringles,26741,241,6444581,35.91,Low,False,6444581
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-12-17,Pringles Original,Snack,Pringles,25093,275,6900575,33.41,Low,False,6900575
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-12-24,Pringles Original,Snack,Pringles,24891,414,10304874,30.65,Low,True,10304874
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-12-31,Pringles Original,Snack,Pringles,24798,312,7736976,33.0,Low,False,7736976
TK001,Indomaret Sudirman,Jakarta Pusat,SNACK,Snack,2023-01-01,Oreo Original,Snack,Oreo,12652,246,3112392,35.81,Low,True,3112392
